,商品全名,用户评论时间,用户评论内容
258,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 18:38:16,正品，质量价格都很好，便携，感觉是目前比较好的笔记本
259,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 18:12:44,非常满意 旧pro换新pro 苹果总是难以让人失望
260,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 18:04:12,昨天下单今天就收到了，京东自营的。可以信赖。刚收到特别喜欢。小一万呐&hellip;&hellip;第一次在京东买这么贵的东西。苹果真爱粉，家里3个苹果手机一个苹果ipad，加上这个苹果笔记本就5个苹果机子了&hellip;&hellip;这个也是最贵的一个苹果机子&hellip;&hellip;正在研究苹果笔记本的各种功能。验证了是国行正品。
261,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 18:02:49,东西很好，以后继续支持。
262,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 17:42:53,非常棒的本啊超级喜欢！贵也很值！
263,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 15:56:27,很喜欢，作为一名程序猿觉得敲代码很舒服
264,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 15:47:42,充电器是坏的，无法给笔记本电脑充电。
265,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 14:41:18,电脑不不错，很好用的啊。。
266,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 14:25:59,太赞了，系统流畅，做工一流，查了序列号，是全新机
267,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 14:25:07,电脑很不错哟，第一次用苹果电脑
268,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 12:32:32,物有所值。
269,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 12:06:07,很好！超级棒！就是需要习惯一下系统
270,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 11:43:48,用了10几天，刚开始两天还行，后来升级了系统，续航真的和吹的10小时有很大差异，浏览网页蹭蹭掉，买的就是续航和运行速度，这也太扯了吧？！客服也是一问三不知。。
271,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 11:35:59,就是个生产工具，没啥好说的。
272,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 10:34:14,商品给力，快递给力，京东给力，经常来京东采购了，挺好的，喜欢京东！
273,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 10:07:11,苹果电脑，公司使用，挺好的，就是贵，其他没毛病
274,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 09:36:04,漂亮，昂贵，其他没什么说的
275,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 09:02:20,超级高大上
276,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 08:32:28,7代i5，性能不错，用时间长了散热一般
277,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 08:22:00,送货速度还可以，但是包装有点不敢恭维，直接就在箱子外面加了个袋子就寄过来，一万多的东西啊。好在没坏，没有任何礼品送，心塞！
278,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 07:47:41,平时很少给评价，实在没忍住给一个差评，电脑买了20多天，发现问题申请京东售后拿去检修，10多天了一直没有任何消息，也没有人给我备用机，就这个速度，还不如我自己拿去苹果售后，这期间我也不知道我的电脑怎么样了，对京东真是要粉转路了，我一星都不想给，拿走电脑这么久对用户影响太大，反正现在生气中，要是一直没有消息还不如拿回来，我自己苹果售后
279,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 02:27:04,可以，mac用来开发很方便
280,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-12 01:48:34,好
281,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 23:15:30,很好
282,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 20:05:00,什么都好，就是烫的不行。哎。
283,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 15:57:57,物流好快！还没有开始使用，这个颜色好棒！
284,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 13:57:07,再换简洁大方 所有笔记本中 没有比这个更好看的了！续航能力强！ 给苹果点赞！！！
285,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 13:02:01,用着还行，还在适应阶段，bar感觉有点鸡肋，其他都挺好
286,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 12:18:17,618购买价格超实惠，收货后很快就收到了，产品很漂亮设计做图流畅运行，唯一的遗憾就是感觉小了点? 不过出差携带方便！
287,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 11:03:57,物流效率没话说，下午6点多下单，第二上午定时送达！
288,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 10:36:46,显示器太棒了太贵了太贵了太贵了~掉养不起养不起吃不上饭了吃不上饭了
289,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 10:23:45,喜欢很久了，618果断下手，质量没得说，很棒，尤其是送货速度超快，上午下单下午就到了，很棒
290,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 10:20:18,性能不错，整体很满意，到货很快
291,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 09:51:38,：第一次机子有一个很小的磕碰，没有注册，联系售后更换，来来回回一个星期吧，不过客服很负责，一直在售后追踪，更换的mac完美，总体好评。
292,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 09:46:50,好看，非常漂亮，用起来简直就是一级赞?，建议购买，价格嘛，一分钱一分货啦
293,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-11 09:42:32,很不错，喜欢touch bar
294,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 23:05:27,这是我帮儿子买的，我也不懂，打开看儿子很喜欢，是用来工作用的，设计，調图等等！京东专人送过来，说有什么问题可以联系他们，这实在太好了，京东很是贴心，希望儿子用起来得心应手！
295,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 21:51:24,好看，就是没有银色，是深灰色。
296,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 21:17:38,服务态度差，刚收到就激活一会功夫电脑热的不行，联系了客服说不给退，一万多块钱的东西有点强买强卖的意思，说给维修具体时间不知道，那不耽误使用了吗，客服说那也没办法就是不给退，以前京东感觉挺高大上的，现在电子产品做成这样，真是砸招牌，你保证你的东西就是好吗，凭什么不能退换，真是失望透顶，说打开就不能换，不打开怎么知道东西好坏，简直了
297,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 20:36:55,颜值高  性能稳定  系统流畅  果然好用
298,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 19:55:53,使用起来挺好的，只是电池并没有十小时
299,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 18:08:14,买了本本没有评价，现在用了一段时间才来告诉大家，这本本不错你值得拥有
300,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 17:47:26,第一台mac，确实比window系统好用，简洁，特别适合处女座的人用！touch bar很酷，感觉还是带bar的好些！
301,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 16:59:57,第一台Mac，非常不错！程序员开发必备！如果用来写java，我建议你买16g的mac pro，8g可以用，但是感觉有点吃力，发热有点厉害。
302,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 14:40:17,东西不错，感觉很好，赞一下
303,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 14:38:35,收到货打开一看，特别喜欢哦，颜色也好看好用
304,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 14:28:04,不错
305,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 10:41:03,高端大气上档次，办公好用品！
306,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 08:11:39,这款电脑等了好久买的，使用不错
307,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 07:36:38,办公用，比较轻便，一直在京东上抢购
308,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 07:08:24,东西非常非常不错不错下次继续！
309,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 04:42:24,支持支持家购物看看你一点也不努力
310,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 01:47:23,还行吧
311,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-10 00:04:12,买回来先适用了几天，触摸板完全不要鼠标了，体验很爽
312,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 22:19:28,京尊达、快递逼格够了。第一次用苹果电脑就不是为了性价比来的，颜值高就够了，发热有点严重（没开什么应用的情况下）待机一宿能掉6%的电量，接扩展坞的时候掉电还是比较快的，烫的时候右面的风扇狂组转，左边没动静，不知道你们的怎么样、键盘手感不错、屏幕清晰。
313,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 22:15:57,之前用的15款的，这款是有创新，但是接口确实不如以前的！性能好，专门修图用，贵啊！
314,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 20:56:28,给我儿子买的。   他说很喜欢。  用了以后再来评论
315,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 19:08:13,太给力了，周六买的活动价，第二天周日到的，第一次用苹果电脑，本来预期就大，结果收到了，既然超出我的预期，本子颜值很高，也很薄，做工非常好，按照步骤激活之后查看保修期是新的，之后熟悉了一下电脑，屏幕非常给力，看过这个我再看我之前的电脑简直没法入眼，苹果屏幕果然不是盖的，还有就是非常大的触摸板，完全不需要鼠标了，操作非常方便，总结总之各种好。
316,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 17:49:09,京东自营物流炒鸡快，发票开的也很快。笔记本很赞。很愉快的一次购物。
317,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 15:54:35,用了22天才来评价，总体来说，用起来手感很不错，也很轻便，工作上用起来很舒服，但是，今天突然键盘的一个键故障了，按下去不弹起来，虽然之前知道这款的mac的确有这个问题，但是发生在自己身上还是很不爽，准备周末送去维修，希望能尽快解决
318,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 15:36:30,京东配送真的很好，有礼貌有负责给点个赞！本也很好喜欢，还没用，适应一下，应该是没问题的
319,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 14:16:35,东西不错 续航只能说在超极本这个范畴类属于能凑活 电池容量太小 电池循环30多次就损耗2%
320,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 14:04:30,非常好，完美！
321,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 13:55:07,好
322,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 13:49:36,好用
323,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 12:42:08,不愧是苹果，牛，用过的最好的笔记本。
324,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 12:41:18,赶上6.18，给孩子买的。使用非常好，速度快，外形好看。看好本本
325,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 12:34:31,好！快！
326,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 12:26:00,笔记本很轻薄，但相比15款电池容量降低，发热比较严重（主要散热比较差）。其他无可挑剔
327,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 10:52:28,整体不错，很喜欢，就是还没有用惯MAC系统，为此还买了个垃圾office的模版，后来发现不能联网，技术帮忙检查说需要连接5g，其他目前没什么不适应，再有就是鼠标不太灵敏，做PPT还是有带你憋手
328,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 10:46:15,物流不错，产品可以
329,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 10:20:55,好
330,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-09 09:58:44,京东提供的服务很好，快递速度很快
